Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3F2BSn4ayglzMwquBRHZq6,"Rangi Saari","Rangi Saari","Kavita Seth;Kanishk Seth",2020-04-24,214000,62,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,hindi indie,hindi pop,indian indie,ghazal,desi,sufi","Kavita Seth",0.613,0.685,10,-7.993,1,0.0419,0.212,0.0615,0.0926,0.268,139.985,4
spotify:track:2cKuAtVSGPmF46462RuQOW,"Rasarkeli Bo","Rasarkeli Bo","Sona Mohapatra;Ram Sampath",2022-12-09,205800,29,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,desi,hindi pop","Warner Music India",0.548,0.809,10,-4.315,0,0.038,0.529,0,0.0863,0.538,101.334,3
spotify:track:1yBbcWXOsl2tCcNg2prkEh,"Mehndi Te Vavi","Mehndi Te Vavi","Lost Stories;Jonita Gandhi",2021-09-03,149433,32,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bollywood,tamil pop,kollywood,hindi pop,desi","Velvet Vibes Music",0.57,0.384,0,-10.093,1,0.0335,0.485,0.000164,0.116,0.328,158.854,3
spotify:track:0cZiZvDw379OH4eXqGDGtx,"Kaash","Raah-e-Fakira","Swarathma",2018-10-15,233026,21,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,desi pop","Swarathma",0.731,0.232,11,-15.402,1,0.0302,0.608,0.00108,0.104,0.396,82.993,4
spotify:track:7sCtnlyuxm07ISQg5ErK0Z,"Ki Jaana","Ki Jaana","Kanishk Seth;Kavita Seth",2021-07-02,277546,15,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bollywood,hindi pop,ghazal,desi,sufi","Kanishk Seth",0.598,0.649,2,-9.036,1,0.0284,0.421,0.00169,0.13,0.393,130.009,4
spotify:track:2qdj04pkNkCo9kuVF8sdKv,"Saawariya","Saawariya","Nyasa",2020-12-11,291382,15,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,folk","Springboard Records",0.501,0.865,2,-3.396,1,0.0623,0.198,0,0.076,0.46,93.641,4
spotify:track:3AGBcIwsZI9a6qPSBYEiVN,"Ek Nazar","Ek Nazar","Kavita Seth",2020-05-21,444600,30,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,hindi indie,hindi pop,indian indie,ghazal,desi,sufi","Kavita Seth",0.607,0.51,0,-8.063,1,0.0276,0.0187,0.0000141,0.0972,0.394,99.983,4
spotify:track:1BEasFvXRajfpsQ9eyv7XE,"Halke Gaadi Hako","Panchrang","Kabir Cafe",2016-08-20,224793,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,sufi,indian indie,hindi indie,devotional","Kabir Café",0.793,0.784,11,-4.113,1,0.0891,0.23,0,0.172,0.87,104.994,4
spotify:track:6qhTVtHIsK8WVf7biagk7O,"Moti Veraana (From Songs of Faith)","Moti Veraana (From Songs of Faith)","Amit Trivedi;Osman Mir",2020-04-01,256399,32,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,hindi pop,gujarati garba,desi,gujarati pop,bhajan,ghazal","Amit Trivedi Azaad",0.71,0.783,10,-6.739,1,0.075,0.269,0.0000331,0.0842,0.624,112.503,3
spotify:track:0usYBbHAMyaUXQWt6MPgRb,"Railgaadi","Achint & The Khan Brothers","Achint",2018-06-29,221661,39,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"gujarati garba,gujarati pop","Night Song Records",0.624,0.518,4,-9.336,1,0.0351,0.228,0,0.366,0.842,94.718,4
spotify:track:3pFiolkiuB5DOwegrBbeMO,"Mitwaa Jee Le Zaraa","Mitwaa Jee Le Zaraa","Anish Kanchan",2022-03-15,196798,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","Anish Kanchan",0.71,0.894,4,-5.363,1,0.0447,0.131,0.00235,0.0973,0.737,99.984,4
spotify:track:380fTuo1hTxcT89DW4qXPi,"Tulsi","Tulsi","Nyasa;Gaurav Chati",2020-10-05,190150,7,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,folk,marathi pop,bhajan,devotional","Springboard Records",0.658,0.508,9,-7.641,1,0.0412,0.2,0.0000133,0.189,0.611,119.944,4
spotify:track:1upV3GcdtYBdoDwOzUjo60,"Ranjhana","Ranjhana","Akanksha Bhandari;Sez on the Beat",2021-07-02,157609,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bhajan,devotional,desi hip hop,hindi hip hop","Velvet Vibes Music",0.615,0.379,11,-9.975,1,0.0408,0.176,0.00039,0.083,0.143,80.046,4
spotify:track:4mjjr1EeynuE236oOWeEMK,"Mitho Laage - The Dewarists, Season 5","Mitho Laage (The Dewarists, Season 5)","Dhruv Ghanekar;Mame Khan",2016-12-01,280000,46,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,indian indie","Dhruv Ghanekar, Mame Khan",0.599,0.708,9,-5.567,1,0.0736,0.106,0,0.1,0.628,96.122,4
spotify:track:5zWA0flBrTC3VmhjcJ2MZG,"Karam (Equals Sessions)","Karam (Equals Sessions) - Single","Rangle Sardar;When Chai Met Toast",2019-08-23,259500,24,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","Anahad Foundation",0.406,0.717,0,-5.651,0,0.0319,0.154,0.00000106,0.0986,0.702,95.146,4
spotify:track:1xMfoLDuxnwPBGR0uVrRpc,"Chhaap Tilak","Chhaap Tilak","Shreyas Puranik;Rahul Vaidya;Palak Muchhal;Saaveri Verma",2021-05-20,331089,32,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,hindi pop,bollywood,marathi pop,gujarati garba,bhajan,devotional","Shreyas Puranik",0.377,0.65,6,-10.622,1,0.0829,0.079,0,0.143,0.301,92.997,4
spotify:track:2FBsVowygJJv4lg32ZHk5l,"Purvayi (feat. Papon)","Purvayi","Midival Punditz;Papon",2019-10-18,310146,34,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"hindi indie,indian indie,bollywood,sufi,hindi pop","Gravity Sounds",0.384,0.696,5,-6.768,1,0.0335,0.00385,0.0156,0.163,0.0779,172.059,4
spotify:track:0fzVqKKvn5P6MU3kNYsqgM,"Haalyo Jaa (Secret Sessions X Collab Stories)","Haalyo Jaa (Secret Sessions X Collab Stories)","Kushal Chokshi;Jaysinh Gadhvi;Kavi Shree Ghanshyam Gadhvi;Bhargav Purohit;Raju Bhaai;Sagar Patel",2021-02-01,175929,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"gujarati garba,gujarati pop,hindi indie,indian indie,bhajan","CollabStories",0.742,0.934,7,-6.668,1,0.198,0.172,0.00521,0.363,0.438,129.886,4
spotify:track:4IMOTtavuplugtakpEyTVU,"Jaag Uthi Usha - From ""Songs Of The River - Ganga""","Jaag Uthi Usha (From ""Songs Of The River - Ganga"")","Shantanu Moitra;Bombay Jayashri",2022-08-22,268615,20,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,bhajan,tamil pop,kollywood","Shantanu Moitra",0.261,0.231,9,-12.298,1,0.0286,0.937,0.00016,0.188,0.372,92.264,3
spotify:track:5jg83QUqVDtu5qeVXk8AhB,"Banna","Banna","Divya Kumar",2020-05-19,336296,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,gujarati garba,hindi pop,desi,gujarati pop","Divya Kumar",0.564,0.801,4,-8.496,1,0.049,0.59,0.000244,0.0806,0.592,109.981,4
spotify:track:2zTNlHeGIOgRqyYCsVopHc,"Madano","Madano","Aabha Hanjura",2022-08-04,268969,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie","Aabha Hanjura",0.423,0.451,10,-9.525,1,0.0352,0.792,0.000355,0.109,0.143,73.57,4
spotify:track:46nOdCXzOiSRDvfd8UHtPW,"Tanna Na","Tanna Na","Nyasa",2020-09-22,202242,12,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,folk","Springboard Records",0.453,0.67,2,-6.041,1,0.171,0.451,0.000032,0.169,0.843,187.574,3
spotify:track:4pvlIt0wHcfpFGLA1JS3Ca,"Dua","Dua","Vishnu Sunil;Kasthoori Rawat",2022-05-20,199000,8,true,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"ghazal,indian indie","Vishnu Sunil",0.572,0.38,0,-9.954,1,0.0307,0.524,0.00000274,0.079,0.565,137.004,3
spotify:track:66INq9JZJp9MsX05WXGqIN,"Muraliya","Muraliya","Salim–Sulaiman;Shreya Ghoshal",2020-11-30,255630,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,sufi,desi,hindi pop,qawwali,kannada pop,marathi pop","Merchant Records-Sufiscore",0.344,0.656,8,-4.657,1,0.0586,0.082,0,0.211,0.39,139.048,4
spotify:track:7pAmLruxseJalaRm1DqRkX,"Mon Chaai","Mon Chaai","Zubaan Music;Soham Pal;Kavish Seth",2021-12-16,307500,5,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"marathi pop,hindi indie,indian indie","Songdew",0.664,0.339,2,-15.483,1,0.0613,0.751,0.00000782,0.0713,0.633,150.006,4
spotify:track:17PQNiQynwG4iCGwPglRuL,"Safar","Kimaya","Masala Coffee",2018-04-10,276030,18,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"kollywood,malayalam pop,malayalam hip hop,tamil pop","Masala Coffee Picture",0.725,0.743,5,-7.396,1,0.0513,0.667,0.000278,0.396,0.359,120.032,4
spotify:track:75Vzzn0vgWqDxswFQJ0IGb,"Laage Re","Culture Code Landscape","Aditya Balani;Suhail Yusuf Khan",2014-04-16,350294,17,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","Adi & Suhail",0.261,0.191,0,-15.652,1,0.0293,0.0809,0.0457,0.0912,0.107,84.967,4
spotify:track:6dMX9Ky6PCqtNZ6uSarXqU,"Kasiyoli","Kasiyoli","Anurag Saikia;Vivek Hariharan;Jutimala",2021-11-08,226708,12,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,hindi indie,ghazal","Merchant Records",0.483,0.69,4,-7.081,0,0.0494,0.227,0.00143,0.0956,0.322,130.006,5
spotify:track:0c1gm3EA6JkvxcEKr4XEoV,"Saawariyo","Saawariyo","Atmanam;Aditya Gadhvi",2017-12-20,265124,32,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"gujarati pop,gujarati garba,indian indie,bhajan","Atmanam",0.401,0.683,9,-7.112,1,0.0416,0.0202,0,0.174,0.135,89.881,4
spotify:track:1tvizrWcsYHL1vkua3Uxec,"Majhi","Majhi","Amarabha Banerjee",2021-11-10,315887,3,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,hindi pop","Independent",0.54,0.526,2,-7.574,1,0.0342,0.781,0.000017,0.134,0.327,139.977,3
spotify:track:2DdVtEaKssleK9Prel4ymy,"Sajaniya","Sajaniya","Mame Khan",2020-08-07,331190,16,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi,indian indie","Mame Khan",0.498,0.376,2,-12.246,1,0.0298,0.674,0.000373,0.276,0.243,79.906,4
spotify:track:7LCjS2wQhtTi3S5kaCn60I,"Mohi Tohi Laagi","Mohi Tohi Laagi","Samarth Janve",2022-01-01,200869,2,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"","Martand Studio",0.667,0.319,8,-10.698,0,0.0354,0.6,0,0.116,0.254,114.964,1
spotify:track:52rLNET3fwRHTkcl5g2clr,"Peele Amiras - Sabr","Peele Amiras (Sabr)","Kabir Cafe;Shekhar Ravjiani",2021-11-10,315869,24,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,sufi,indian indie,hindi indie,devotional,bollywood,hindi pop,desi","Songdew",0.742,0.693,7,-6.851,1,0.121,0.535,0,0.106,0.422,85.96,4
spotify:track:1lPeLiGQ4Du2nFO30cLPsu,"Jheeni Jheeni","Jheeni Jheeni","Jonita Gandhi;Swaroop Khan;Salim–Sulaiman",2020-12-30,226124,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bollywood,tamil pop,kollywood,hindi pop,desi,gujarati garba,sufi,qawwali","Merchant Records-Sufiscore",0.509,0.88,1,-3.98,0,0.192,0.0325,0.000265,0.259,0.551,160.044,4
spotify:track:2Wjb9YBjkNFKVP6KH8olUY,"Saadho","Saadho","Aabhas - Shreyas",2022-08-21,309352,18,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,sufi,hindi indie,indian indie","Aabhas - Shreyas",0.447,0.297,7,-8.311,1,0.0523,0.948,0,0.112,0.711,80.372,4
spotify:track:3SgtqdoD4Ij4OzGc0hFhLK,"Ram Darshan","Ram Setu","Narci",2022-09-19,309019,1,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,devotional","1516631 Records DK",0.459,0.739,3,-8.343,0,0.15,0.827,0.0000267,0.0833,0.794,81.773,4
spotify:track:0ywHt5qfKPIF0cAf6FZm21,"Kalla Killah","Kalla Killah","Siddhant;Faichan",2022-06-17,165517,13,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"punjabi pop,hindi indie,desi hip hop,indian indie,hindi hip hop","Saregama India Ltd",0.632,0.548,5,-6.476,0,0.324,0.377,0,0.11,0.39,68.632,4
spotify:track:2eiHjTrEeorwXODRA24Nq2,"Deejal Gaadi","Deejal Gaadi","KS Abhishek;Naani;Sukanya Chattopadhyay",2021-05-07,130434,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bangla pop","KS Abhishek, under exclusive licence to CollabStories.",0.845,0.311,11,-11.685,1,0.27,0.646,0.0000086,0.662,0.847,92.012,4
spotify:track:1b5oE4DkU1v5JlZoEYksdi,"Khoyo","Khoyo","Tech Panda;Kenzani",2020-05-01,232806,36,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,desi","Groovebird Records",0.34,0.43,8,-12.279,0,0.142,0.745,0.0000803,0.211,0.309,200.298,4
spotify:track:0dCLAMcc21PbiTHyPSJEK2,"Future Mehfil","Future Mehfil","BlueNucleus;Jasu Khan",2021-09-21,214500,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"","Sony Music Entertainment India Pvt. Ltd.",0.49,0.591,1,-11.731,1,0.0359,0.0021,0.255,0.148,0.23,145.035,4
spotify:track:74IinPT5MUEx90zNUguaSL,"The Naani Song","The Naani Song","KS Abhishek;Naani;Sukanya Chattopadhyay",2020-06-19,141600,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bangla pop","KS Abhishek under exclusive licence to CollabStories.",0.71,0.268,11,-11.608,0,0.38,0.493,0,0.266,0.927,199.877,4
spotify:track:0Yu3YJCrxA8htVYv4r9e19,"Banna Re","Banna Re","Project 91;Bramha;Mitika Kanwar",2021-01-22,213600,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","Project 91",0.71,0.582,2,-7.994,1,0.0543,0.0238,0.00035,0.0766,0.443,99.998,4
spotify:track:4KsWOKwnr0WTelyBaV8fdL,"Kashi (Equals Sessions)","Kashi (Equals Sessions) - Single","Syncopation;Bagga Khan",2019-12-28,269647,6,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"chicago house,indian indie,hindi indie","Anahad Foundation",0.479,0.665,8,-8.489,1,0.105,0.734,0.00000821,0.425,0.589,84.76,4
spotify:track:5DRUnUWYHCmuRNlYsWHHyp,"Amma Puchdi","Raahi","Akanksha Bhandari",2020-01-13,264444,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bhajan,devotional","Akanksha Bhandari",0.531,0.399,11,-9.089,1,0.0294,0.704,0,0.115,0.21,107.506,1
spotify:track:18mL2rtfvLGDb6SwlndwJr,"Jind Mahi","Raja Baja","Nucleya;Avneet Khurmi",2016-09-03,302465,27,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi hip hop,desi hip hop,hindi indie","Nucleya",0.57,0.859,2,-8.232,1,0.0309,0.000033,0.705,0.455,0.188,146.003,4
spotify:track:3YKEmGS5CbVoWC2FNMUJCC,"Jhingur (Equals Sessions)","Jhingur (Equals Sessions) - Single","Ahen;Gurmoh;Jaisalmer Beats",2019-10-29,274615,33,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"sufi","Anahad Foundation",0.678,0.725,7,-6.851,1,0.0855,0.36,0,0.341,0.291,103.963,4
spotify:track:3s5Rz3KFms39ZrFDw2jt4r,"Mehmaan","Mismatched: Season 2 (Soundtrack from the Netflix Series)","Sickflip;Mismatched - Cast;Raitila Rajasthan",2022-09-30,170400,49,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,tamil hip hop,hindi indie,desi hip hop,hindi hip hop,tamil indie,ghazal,hindi pop","Netflix Music",0.367,0.518,11,-9.946,1,0.464,0.814,0.071,0.16,0.53,98.24,4
spotify:track:3kr9aCF7kvZLVCkdufvWxb,"Kaun Bataye?","Kaun Bataye?","Dastaan LIVE",2021-07-31,241000,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie","Dastaan Live",0.551,0.715,2,-11.495,1,0.0644,0.00163,0,0.0872,0.449,109.997,4
spotify:track:4QK1qv4mgsfdWmMzp1Z3fx,"Khoj (Passing By)","Believe","When Chai Met Toast",2018-09-07,212571,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","When Chai Met Toast",0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,3
spotify:track:0taLfHYFKcjNW3owIUTR2Q,"Ye Pahuna Ae Mithile Me Rahu Na","Ye Pahuna Ae Mithile Me Rahu Na","Priya Mallick;Lk Laxmikaant",2020-09-17,460531,0,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhojpuri pop,bhajan,marathi pop","Ath Entertainment / Virtual Planet Music",0.614,0.603,11,-3.515,1,0.0339,0.0757,0,0.109,0.318,120.074,4
spotify:track:4k7feahPXeSdkUf5aZXBCp,"Aisi Mhari Preet (Eternal Love) - Sabr","Aisi Mhari Preet (Eternal Love) [Sabr]","Kabir Cafe;Parthiv Gohil",2022-01-14,332181,28,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"bhajan,sufi,indian indie,hindi indie,devotional,gujarati garba,gujarati pop","Songdew",0.757,0.468,7,-7.359,1,0.0275,0.802,0.00000318,0.117,0.349,109.998,1
spotify:track:2NgXNCccXyW9xIVfKVonl4,"Jiya Kaanch Ka","Jiya Kaanch Ka","Aman Moroney;Prateeksha Srivastava",2021-08-02,160270,23,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie,bhajan,devotional","Springboard Records",0.836,0.718,8,-4.499,0,0.0428,0.123,0,0.2,0.889,111.037,4
spotify:track:3wtUeVGw8hOlJCVRxtjtZY,"Jiyara","Jiyara","Gautam Kale",2021-06-05,156750,21,false,315aj5ynxzdosgt33gykrn6z74oe,2026-04-08T04:21:55Z,"indian indie,hindi indie","Orange Sky Entmt",0.382,0.594,1,-8.402,1,0.0528,0.549,0.00000181,0.107,0.521,160.251,4
