Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2rWYfMbQgHYXPEzbhN65Ys,"Pehla Nasha","Pehla Nasha - Sanam","Sanam",2016-02-16,224210,53,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.543,0.639,6,-8.36,1,0.0376,0.493,0.000111,0.119,0.583,153.966,4
spotify:track:3EeC1BTkbzslVjW4assPdu,"Mere Sapnon Ki Rani Kab Aayege Tu","Mere Sapnon Ki Rani Kab Aayege Tu - Sanam","Sanam;S. D. Burman",2014-12-31,234528,54,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal","Saregama India Ltd",0.757,0.614,11,-5.582,0,0.0359,0.475,0,0.222,0.805,130.009,4
spotify:track:7GxI9WBkFdyI7VbkqDj605,"Yeh Vaada Raha","Universally SANAM","Sanam;Mira Mohamed Majid",2019-08-09,183041,52,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Universal Music India Pvt Ltd.",0.636,0.537,5,-7.477,0,0.0344,0.59,0,0.101,0.597,75.968,4
spotify:track:3UQU1xGAfYokAofQ4KzJeN,"Roop Tera Mastana","Roop Tera Mastana - Sanam","Sanam;S. D. Burman",2015-07-31,179285,49,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal","Saregama India Ltd",0.724,0.648,7,-5.747,1,0.0541,0.498,0.00000126,0.124,0.77,84.013,4
spotify:track:0uAjnsZ6ZwvQvl7lhYM2KF,"Kuchh Na Kaho","Kuchh Na Kaho - Sanam And Shirley Setia","Sanam;Shirley Setia;R. D. Burman",2015-06-30,235680,50,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,bollywood,ghazal","Saregama India Ltd",0.411,0.321,10,-8.462,1,0.0276,0.843,0.0000604,0.133,0.396,154.826,3
spotify:track:6O4sY51NvytQFRAGraqajN,"Yeh Raat Bheegi Bheegi","Yeh Raat Bheegi Bheegi","Sanam;Aishwarya Majmudar",2017-02-16,224195,49,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,gujarati garba,gujarati pop,bhajan","Saregama India Ltd",0.611,0.607,1,-5.6,0,0.0296,0.556,0,0.553,0.451,88.971,4
spotify:track:1QIwicVeFLDc79loIR04UE,"Jaane Woh Kaise","Jaane Woh Kaise - Sanam","Sanam;S. D. Burman",2017-11-30,261290,52,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal","Saregama India Ltd",0.565,0.361,4,-9.74,1,0.025,0.859,0,0.103,0.369,92.942,4
spotify:track:7Hkbm2DgepcriVxDrwbCcc,"Taarif Karoon","Sanam - Taarif Karoon","Mohammed Rafi;Sanam",2019-05-16,157760,52,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"ghazal,hindi pop,desi pop","Saregama India Ltd",0.796,0.681,5,-6.067,1,0.0464,0.352,0,0.105,0.795,111.995,4
spotify:track:4HyawPkxzJxnt181a1a81e,"Pal Pal Dil Ke Paas","Pal Pal Dil Ke Paas","Sanam",2025-06-26,221760,47,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Universal Music India Pvt Ltd.",0.762,0.443,9,-7.026,1,0.0285,0.594,0.0000397,0.0925,0.632,124.97,4
spotify:track:3LIQGYH80poxzEefD7zt79,"Tere Bina Zindagi Se - Sanam - Film - Aandhi","Tere Bina Zindagi Se-Sanam","Sanam;R. D. Burman",2016-01-18,272561,47,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal,bollywood","Saregama India Ltd",0.668,0.431,1,-8.711,0,0.0241,0.807,0.00000102,0.0999,0.228,97.028,4
spotify:track:4KrCHZiwOdVfRFCvEAiZVX,"Badan Pe Sitare","Badan Pe Sitare","Sanam",2025-09-02,168593,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.724,0.68,0,-4.456,1,0.0394,0.134,0,0.0908,0.755,112.056,4
spotify:track:6fak2nwmuqdLn5Adh3iCMO,"Chura Liya","Chura Liya","Sanam",2026-02-11,218571,46,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.686,0.623,9,-8.001,0,0.0381,0.617,0.0000681,0.211,0.17,98.106,4
spotify:track:4kvbqzcnqRbk6gu9wyOMpn,"Yeh Raaten Yeh Mausam - Lofi","Sleep Lofi Hits","Sachin Gupta;Sanam",2022-09-15,188004,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"bollywood,hindi pop,desi pop","Saregama India Ltd",0.67,0.456,5,-8.678,0,0.0399,0.609,0.00000847,0.163,0.668,151.161,3
spotify:track:3CBMwkKMZfTGQpue0BJViv,"Chala Jata Hoon","Sanam - Chala Jata Hoon","Sanam;R. D. Burman",2019-04-01,209977,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal,bollywood","Saregama India Ltd",0.778,0.786,5,-5.336,1,0.0415,0.00304,0,0.0446,0.744,111.963,4
spotify:track:1GEEOSTBIu59wbPWWwi0yN,"Mere Samnewali Khidki Mein","Sanam - Mere Samnewali Khidki Mein","Sanam;R. D. Burman",2021-01-06,180428,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal,bollywood","Saregama India Ltd",0.853,0.573,7,-5.908,1,0.0341,0.347,0,0.102,0.852,139.978,4
spotify:track:0Lqxz4U8R2643WhJIHDLVE,"Aajkal Tere Mere Pyar Ke Charche","Sanam - Aajkal Tere Mere Pyar Ke Charche","Sanam;Sanah Moidutty",2019-09-20,186277,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,malayalam pop,indian indie","Saregama India Ltd",0.575,0.588,9,-7.221,1,0.0565,0.299,0.0000048,0.0996,0.636,104.79,4
spotify:track:19AA9Gq1wLBTomp3RXVIdJ,"Lag Ja Gale Se Phir - Lofi","Sleep Lofi Hits","Sachin Gupta;Sanam",2022-09-15,193009,46,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"bollywood,hindi pop,desi pop","Saregama India Ltd",0.316,0.271,8,-13.811,1,0.0344,0.769,0.0000618,0.0944,0.29,106.405,5
spotify:track:1eMxTvBQEeBAxQDC2ZBld1,"Ek Ladki Ko Dekha To","Ek Ladki Ko Dekha To - Sanam","Sanam;R. D. Burman",2014-08-31,216000,45,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal,bollywood","Saregama India Ltd",0.465,0.309,0,-9.211,1,0.0406,0.861,0,0.212,0.183,106.922,5
spotify:track:35cOgLNLOckQSNlnekWAtw,"Tere Vaaste x O Mere Dil - Knockwell Mashup","Tere Vaaste x O Mere Dil - Knockwell Mashup","Knockwell;Sachin-Jigar;Altamash Faridi;Varun Jain;Shadab Faridi;Sanam",2023-10-10,180080,48,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,sufi,desi pop","Saregama India Ltd",0.702,0.9,7,-5.191,1,0.0295,0.13,0.0000102,0.0832,0.438,116.03,4
spotify:track:4AIhGvokKunj4NEdVlOxFb,"Kya Hua Tera Wada","Kya Hua Tera Wada","Sanam",2023-04-19,228990,46,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.606,0.716,7,-7.057,1,0.0365,0.21,0.0000591,0.0958,0.285,109.004,4
spotify:track:2eLXIZBgZxCK0cNbP4HYzM,"Tujhse Naraz Nahin Zindagi - Lofi","Sleep Lofi Hits","Sachin Gupta;Sanam",2022-09-15,213008,44,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"bollywood,hindi pop,desi pop","Saregama India Ltd",0.693,0.34,8,-11.994,1,0.0259,0.783,0.0777,0.133,0.356,102,4
spotify:track:6dkoeiIuVDJXgpWA03BHNL,"Ek Pyar Ka Nagma Hai","Ek Pyar Ka Nagma Hai - Sanam","Sanam;Laxmikant–Pyarelal",2018-11-15,277137,46,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal","Saregama India Ltd",0.69,0.281,5,-11.677,1,0.0294,0.648,0,0.101,0.29,91.974,4
spotify:track:14LF3GvwXBGk6x8ZX7vtdd,"Kora Kagaz - Duet","Kora Kagaz - Sanam Ft. Sanah Moidutty","Sanam;Sanah Moidutty;S. D. Burman",2015-08-31,203990,43,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,malayalam pop,indian indie,ghazal","Saregama India Ltd",0.522,0.429,0,-9.064,1,0.0311,0.723,0,0.111,0.556,179.933,3
spotify:track:3uWgqLET07l0AtFtCnleo8,"Humein Tumse Pyar Kitna","Sanam - Humein Tumse Pyar Kitna","Sanam;R. D. Burman",2019-03-01,186899,44,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop,ghazal,bollywood","Saregama India Ltd",0.636,0.549,10,-9.095,0,0.0332,0.363,0,0.112,0.362,123.12,4
spotify:track:16e0MViSuZfCOYssAAgJIU,"Likhe Jo Khat Tujhe - Lofi","Sleep Lofi Hits","Sachin Gupta;Sanam",2022-09-15,155206,46,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"bollywood,hindi pop,desi pop","Saregama India Ltd",0.765,0.469,5,-6.449,0,0.0274,0.362,0,0.122,0.375,99.981,4
spotify:track:6jTL6ZjxSH12hS9Djhlm9r,"Main Hoon","Main Hoon","Sanam",2014-04-25,218755,47,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sony Music Entertainment India Pvt. Ltd.",0.615,0.519,2,-5.995,0,0.0358,0.0917,0.0000263,0.107,0.306,127.879,4
spotify:track:5ZW3PfJvVQURlIdLQfXZJo,"Itni Door","Sanam Memories, Vol. 1","Sanam",2020-03-27,183281,43,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sanam Music LLP",0.699,0.706,0,-7.24,0,0.0449,0.435,0.0000032,0.228,0.841,95.988,4
spotify:track:3HWkDm6fQolw2k2NxRcNCa,"Hum Bewafa Hargiz Na The","Universally SANAM","Sanam",2019-08-09,206519,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Universal Music India Pvt Ltd.",0.522,0.485,10,-7.838,1,0.0314,0.26,0.0000356,0.388,0.351,90.556,5
spotify:track:3iQoSkglNwPGfsY9SR5Qan,"Ek Pyar Ka Naghma Hai - Lofi","Sleep Lofi Hits","Sachin Gupta;Sanam",2022-09-15,287007,43,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"bollywood,hindi pop,desi pop","Saregama India Ltd",0.596,0.264,5,-10.259,1,0.0262,0.683,0.414,0.127,0.322,84.993,4
spotify:track:1nxz6kRPxz7cpz3O44at3o,"Raat Kali Ek Khwab Mein Aai","Sanam - Raat Kali Ek Khwab Mein Aai","Sanam",2021-07-14,191572,39,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.417,0.46,0,-8.978,1,0.0406,0.525,0,0.439,0.597,99.202,4
spotify:track:5k65sxZPtaHO8rmTskq3v2,"Tumi Robe Nirobe","Sanam Memories, Vol. 1","Sanam",2020-03-27,201891,45,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sanam Music LLP",0.54,0.371,4,-8.722,1,0.0245,0.828,0,0.0916,0.351,74.023,3
spotify:track:0YLHqYeNUq2qdQwPTV6Rvh,"Khushnaseeb","SANAM Memories, Vol. 2","Sanam",2020-03-27,195579,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sanam Music LLP",0.622,0.639,4,-6.842,1,0.0404,0.657,0.00000238,0.398,0.478,122.999,4
spotify:track:4zDiOF1rOEjx9rG7yboF0v,"Mere Mehboob Qayamat Hogi - Lofi","Sleep Lofi Hits","Sachin Gupta;Sanam",2022-09-15,194911,41,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"bollywood,hindi pop,desi pop","Saregama India Ltd",0.611,0.487,11,-8.794,0,0.0269,0.592,0.00000143,0.0969,0.39,105.938,4
spotify:track:5NxBsVjjQvkl60SzRAyZ6e,"Aur Iss Dil Mein","Aur Iss Dil Mein","Sanam",2023-03-29,201002,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.628,0.622,7,-11.179,1,0.0336,0.0829,0.0000329,0.131,0.336,96.956,4
spotify:track:0AVxQlxvO4DTI5ItaJy8oa,"Jaanta Tha","Sanam Memories, Vol. 1","Sanam",2020-03-27,266500,43,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sanam Music LLP",0.535,0.482,4,-7.561,1,0.0283,0.74,0.00275,0.288,0.392,75.101,4
spotify:track:1gZGbfZYaY7Cxm5zsdLVHp,"Aaja Aaja","SANAM Memories, Vol. 2","Sanam",2020-03-27,191619,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sanam Music LLP",0.559,0.555,8,-5.899,1,0.032,0.642,0.0000153,0.12,0.211,141.946,4
spotify:track:310zr60WawOzv8L86LKqEN,"Ehsan Tera Hoga Mujh Par","Sanam - Ehsan Tera Hoga Mujh Par","Sanam",2020-09-02,188780,41,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.44,0.158,5,-11.671,1,0.0328,0.95,0,0.0818,0.384,82.753,4
spotify:track:5SkBHaKVgdhTzKMnlgTsGJ,"Pyar Diwana Hota Hai","Sanam - Pyar Diwana Hota Hai","Sanam",2022-05-05,236976,40,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.743,0.739,11,-5.83,1,0.0987,0.544,0.0000603,0.349,0.78,132.049,4
spotify:track:7r5SU4ZoPPQ4MxKYnR5coC,"Garmi Di Tu","Sanam Memories, Vol. 1","Sanam",2020-03-27,194643,43,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Sanam Music LLP",0.613,0.68,9,-7.287,0,0.0391,0.768,0,0.234,0.481,97.013,4
spotify:track:7fv2QI45A4gGhXhGh9m36Y,"Pyar Hua Chupke Se","Sanam - Pyar Hua Chupke Se","Sanam;Trishala Gurung",2021-09-16,260644,41,false,315aj5ynxzdosgt33gykrn6z74oe,2026-07-29T14:12:24Z,"hindi pop,desi pop","Saregama India Ltd",0.484,0.336,6,-9.275,1,0.0262,0.793,0.000035,0.118,0.295,173.848,4
