Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1SMNDZ0CR4W27fCU8Remqq,"Ehsan Tera Hoga Mujh Par","Junglee","Mohammed Rafi",1961-01-01,206893,62,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal","Saregama India Ltd",0.604,0.367,8,-9.562,0,0.0412,0.671,0.00000512,0.106,0.616,89.76,4
spotify:track:1oghlB7Tm7Xo3M2BviDnic,"Jahan Mein Aesa Kaun Hai","Hum Dono","Asha Bhosle",1961-01-01,164840,61,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,marathi pop,bangla pop,bollywood,hindi pop","Saregama India Ltd",0.409,0.257,3,-14.045,1,0.0709,0.985,0.116,0.0956,0.442,173.07,3
spotify:track:2rHxwYzdn66nDMmDmmio6W,"Ham Tere Pyar Mein","Dil Ek Mandir","Lata Mangeshkar",1963-01-01,286866,69,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,bollywood,hindi pop,bhajan,marathi pop","Saregama India Ltd",0.446,0.359,3,-8.081,1,0.0515,0.949,0.0000669,0.304,0.842,178.417,3
spotify:track:0gWDDSHXescfwtvkx6pYJQ,"In Ankhon Ki Masti","Umrao Jaan","Asha Bhosle",1981-01-01,343453,60,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,marathi pop,bangla pop,bollywood,hindi pop","Saregama India Ltd",0.522,0.461,5,-11.774,1,0.0367,0.798,0.000025,0.112,0.5,107.707,4
spotify:track:5P49QyK81dOSc3W7iWDlAT,"Rimjhim Gire Sawan","Manzil","Kishore Kumar;Lata Mangeshkar;R. D. Burman",1979-05-14,216373,64,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,bangla pop,hindi pop,bollywood,bhajan,marathi pop","Saregama India Ltd",0.376,0.462,1,-9.545,0,0.0335,0.823,0.004,0.122,0.736,106.954,3
spotify:track:5Ld85m0tR7ipmpVT6vDXUV,"Ae Mere Zohra Jabeen","The Veteran Actor Balraj Sahni","Manna Dey",2023-08-29,235333,47,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"bangla pop,ghazal,qawwali,bhajan","Saregama India Ltd",0.441,0.463,6,-11.476,0,0.0742,0.984,0.151,0.0993,0.514,79.582,3
spotify:track:0iS2TpV9BRKuG16syCeQMy,"Main Pal Do Pal Ka Shair Hoon","Bachchan Wala Love","Mukesh",2023-10-10,204040,54,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,tamil dance","Saregama India Ltd",0.565,0.334,4,-13.626,1,0.0309,0.85,0,0.632,0.64,124.193,4
spotify:track:2P7i3LoqblIGiNk1Jmbc30,"Kahin Door Jab Din Dhal Jaye","Anand","Mukesh;Salil Chowdhury",1971-05-03,337386,66,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,tamil dance,bangla pop","Saregama India Ltd",0.521,0.424,5,-7.392,1,0.0347,0.852,0.00000108,0.301,0.484,91.351,4
spotify:track:4lKHw9LqWelunwEvUDukF0,"Jane Woh Kaise Log The","Baarishein, Chai Aur Hemant Kumar","Hemant Kumar",2023-07-12,259120,59,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"bangla pop,ghazal","Saregama India Ltd",0.512,0.273,4,-8.322,1,0.0377,0.956,0,0.0829,0.492,92.875,4
spotify:track:3s9rEFXPoyU2yHCppvRE8y,"Chand Si Mehbooba Ho Meri","Mukesh Ki Barfi","Mukesh",2021-10-26,237426,47,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"ghazal,tamil dance","Saregama India Ltd",0.496,0.334,5,-13.576,1,0.0473,0.723,0,0.306,0.686,88.139,3
spotify:track:196ogNnKrNuqC7EjNI2vE1,"Tu Mile Dil Khile - Kumar Sanu","Criminal","Kumar Sanu",1995-08-04,372661,59,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:29:24Z,"bollywood,hindi pop","Saregama India Ltd",0.562,0.59,7,-6.732,0,0.0322,0.32,0.0000792,0.0752,0.552,185.916,4
