Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6PquoDUmNQpYa7ndyjUDWz,"The metro proposal","Dude - Side A (Original Score)","Sai Abhyankkar",2025-12-02,162896,66,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.303,0.26,6,-14.911,1,0.0435,0.977,0.897,0.0998,0.263,78.804,4
spotify:track:1LyaI3jZeW09ztCOxp1iGp,"She was my best moment","Dude - Side A (Original Score)","Sai Abhyankkar",2025-12-02,72000,53,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.303,0.316,6,-12.034,1,0.0337,0.975,0.969,0.101,0.213,87.177,4
spotify:track:4OLGisfNPciEsrM54xZm9G,"The birth","Dude - Side A (Original Score)","Sai Abhyankkar",2025-12-02,32000,38,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.262,0.192,3,-16.128,0,0.0427,0.989,0.794,0.133,0.255,68.465,3
spotify:track:5qXrFnaUK1qFV64LgL1sAJ,"Muththa muththarame","Dude - Side A (Original Score)","Sai Abhyankkar",2025-12-02,29538,21,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.138,0.364,3,-10.68,1,0.0368,0.832,0.0686,0.11,0.211,147.437,3
spotify:track:31MiFR6sayInFEgBq3faDV,"Nallaru Po × Oorum Blood – Orchestral Unplugged","Dude - Side B (Original Score)","Sai Abhyankkar",2025-12-02,77538,55,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.212,0.31,10,-12.436,0,0.0504,0.897,0.231,0.121,0.13,113.242,5
spotify:track:28AuFW2F7zQY9uDfcHxrVZ,"Dude – Orchestral Suite","Dude - Side A (Original Score)","Sai Abhyankkar",2025-12-02,125538,62,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.194,0.434,4,-9.246,1,0.032,0.936,0.879,0.0972,0.22,141.285,3
spotify:track:47188BdXm97yzy3UuAGktR,"The sacrifice","Dude - Side A (Original Score)","Sai Abhyankkar",2025-12-02,55384,42,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-13T08:23:36Z,"tamil indie,tamil pop,kollywood","Think Music",0.21,0.193,6,-16.703,0,0.0345,0.965,0.953,0.226,0.0375,93.736,4
spotify:track:3bTnREOf1CyY4Gz5jfHUiI,"Vazhithunaiye - From ""Dragon""","Vazhithunaiye (From ""Dragon"")","Leon James;Sid Sriram;Sanjana Kalmanje",2025-01-13,218285,70,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-14T16:58:05Z,"tamil pop,kollywood,tollywood,telugu pop,tamil dance","Think Music",0.652,0.889,1,-5.434,0,0.137,0.298,0,0.173,0.71,104.848,4
spotify:track:1CQ7sRQeHw1xIzLSOkGXHn,"Tulasi","Tulasi","Sumedh K;Sumant Shridhar",2025-12-15,213241,68,false,315aj5ynxzdosgt33gykrn6z74oe,2026-02-24T16:14:51Z,"kannada pop,sandalwood,devotional","Sumedh Kallapur",0.518,0.419,11,-13.698,0,0.0357,0.657,0.000348,0.126,0.314,116.475,4
spotify:track:4zeA83WTPlKCkag4utanxx,"Koodappirannor","Vaazha 2 (Original Motion Picture Soundtrack)","Parvatish Pradeep;Sooraj Santhosh;Nila Raj;B.K. Harinarayanan",2026-04-02,244571,69,false,315aj5ynxzdosgt33gykrn6z74oe,2026-05-10T06:39:18Z,"malayalam pop,mollywood,tollywood,malayalam hip hop","Think Music",0.469,0.31,8,-9.501,1,0.0272,0.927,0.0085,0.106,0.208,104.941,4
spotify:track:42DzbhSV3VctQ7izGtPyD1,"Makane X Koodappirannor","Vaazha 2 (Original Motion Picture Soundtrack)","Parvatish Pradeep;B.K. Harinarayanan",2026-04-02,81000,59,false,315aj5ynxzdosgt33gykrn6z74oe,2026-05-10T06:39:26Z,"malayalam pop,mollywood","Think Music",0.116,0.453,1,-8.992,1,0.0346,0.788,0.544,0.124,0.288,209.099,3
spotify:track:3qXHJ7BfnsU7reHngWMI4f,"Thenkizhakku - From ""Vaazhai""","Thenkizhakku (From ""Vaazhai"")","Santhosh Narayanan;Dhee;Yugabharathi",2024-07-18,262656,60,false,315aj5ynxzdosgt33gykrn6z74oe,2026-05-10T06:39:47Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood","Think Music",0.763,0.573,11,-6.743,1,0.117,0.141,0.032,0.348,0.356,96.03,4
spotify:track:7taSXuN8i20lG5w1J29wh1,"Koodappirannor - From ""Vaazha 2""","Koodappirannor (From ""Vaazha 2"")","Parvatish Pradeep;Sooraj Santhosh;Nila Raj;B.K. Harinarayanan",2026-04-09,244571,57,false,315aj5ynxzdosgt33gykrn6z74oe,2026-05-22T02:53:20Z,"malayalam pop,mollywood,tollywood,malayalam hip hop","Think Music",0.469,0.31,8,-9.501,1,0.0272,0.927,0.0085,0.106,0.208,104.941,4
spotify:track:0kFVB5NkRjIOaNcOfR5Lk1,"Makane - From ""Vaazha""","Makane (From ""Vaazha"")","Parvatish Pradeep;Sooraj Santhosh;B.K. Harinarayanan",2024-08-14,272142,55,false,315aj5ynxzdosgt33gykrn6z74oe,2026-05-22T02:53:36Z,"malayalam pop,mollywood,tollywood","Think Music",0.45,0.213,1,-11.739,1,0.0279,0.813,0.0802,0.0712,0.108,104.991,4
spotify:track:5eXODFPwwBFr6XE20EETUk,"Makane x Koodappirannor - From ""Vaazha 2""","Makane x Koodappirannor (From ""Vaazha 2"")","Parvatish Pradeep;B.K. Harinarayanan",2026-04-09,81000,57,false,315aj5ynxzdosgt33gykrn6z74oe,2026-05-22T02:53:48Z,"malayalam pop,mollywood","Think Music",0.116,0.453,1,-8.992,1,0.0346,0.788,0.544,0.124,0.29,209.099,3
